id,firstname,lastname,age,email,email2,city_desired,travel_time,distance_km
736,Candy,Duwalt,24,Candy.Duwalt@email.com,Candy.Duwalt@gmail.com,Guaratinguetá,5,442.25
737,Justinn,Ellord,49,Justinn.Ellord@email.com,Justinn.Ellord@gmail.com,Vitória,5,754.11
738,Marcy,Payson,36,Marcy.Payson@email.com,Marcy.Payson@gmail.com,São Paulo,2,536.32
739,Chere,Ricarda,57,Chere.Ricarda@email.com,Chere.Ricarda@gmail.com,Santos,1,301.82
740,Grier,Bebe,48,Grier.Bebe@email.com,Grier.Bebe@gmail.com,Penedo,2,772.68
741,Caritta,Ethban,53,Caritta.Ethban@email.com,Caritta.Ethban@gmail.com,Penedo,2,824.58
742,Beth,Ranjiv,57,Beth.Ranjiv@email.com,Beth.Ranjiv@gmail.com,São Paulo,5,694.89
743,Myriam,Colp,41,Myriam.Colp@email.com,Myriam.Colp@gmail.com,São Paulo,1,689.31
744,Jasmina,Infield,25,Jasmina.Infield@email.com,Jasmina.Infield@gmail.com,Rio de Janeiro,5,89.76
745,Concettina,Berne,54,Concettina.Berne@email.com,Concettina.Berne@gmail.com,Guaratinguetá,4,655.79
746,Alyssa,Sisile,46,Alyssa.Sisile@email.com,Alyssa.Sisile@gmail.com,Angra dos Reis,2,480.66
747,Louella,Sawtelle,21,Louella.Sawtelle@email.com,Louella.Sawtelle@gmail.com,Rio de Janeiro,1,87.76
748,Alleen,Lilas,25,Alleen.Lilas@email.com,Alleen.Lilas@gmail.com,"Trindade ",2,871.24
749,Gloria,Catie,44,Gloria.Catie@email.com,Gloria.Catie@gmail.com,Santos,5,573.25
750,Laurene,Chick,50,Laurene.Chick@email.com,Laurene.Chick@gmail.com,Angra dos Reis,3,16.99
751,Ardys,Candy,30,Ardys.Candy@email.com,Ardys.Candy@gmail.com,"Trindade ",4,356.28
752,Elsie,Pip,21,Elsie.Pip@email.com,Elsie.Pip@gmail.com,Penedo,2,779.28
753,Janis,Si,56,Janis.Si@email.com,Janis.Si@gmail.com,Santos,5,940.98
754,Kenna,Parsaye,61,Kenna.Parsaye@email.com,Kenna.Parsaye@gmail.com,Penedo,3,735.07
755,Moyna,Cloris,25,Moyna.Cloris@email.com,Moyna.Cloris@gmail.com,Rio de Janeiro,1,753.48
756,Ida,Jerold,28,Ida.Jerold@email.com,Ida.Jerold@gmail.com,Santos,5,996.25
757,Molli,Gert,21,Molli.Gert@email.com,Molli.Gert@gmail.com,"Trindade ",5,977.49
758,Raina,Oriana,53,Raina.Oriana@email.com,Raina.Oriana@gmail.com,Vitória,3,415.64
759,Angela,Ophelia,63,Angela.Ophelia@email.com,Angela.Ophelia@gmail.com,"Trindade ",1,494.43
760,Elyssa,Kendrick,28,Elyssa.Kendrick@email.com,Elyssa.Kendrick@gmail.com,Vitória,1,64.71
761,Claresta,Helfand,39,Claresta.Helfand@email.com,Claresta.Helfand@gmail.com,São Paulo,3,807.26
762,Estell,Allina,26,Estell.Allina@email.com,Estell.Allina@gmail.com,Guaratinguetá,4,113.22
763,Caressa,Behre,29,Caressa.Behre@email.com,Caressa.Behre@gmail.com,Santos,4,826.32
764,Lauryn,Dermott,20,Lauryn.Dermott@email.com,Lauryn.Dermott@gmail.com,Vitória,5,40.35
765,Kenna,Odysseus,65,Kenna.Odysseus@email.com,Kenna.Odysseus@gmail.com,São Paulo,5,820.12
766,Dulcinea,Ovid,53,Dulcinea.Ovid@email.com,Dulcinea.Ovid@gmail.com,Rio de Janeiro,3,623.05
767,Christian,Cherianne,68,Christian.Cherianne@email.com,Christian.Cherianne@gmail.com,Vitória,3,626.48
768,Dorothy,Moseley,41,Dorothy.Moseley@email.com,Dorothy.Moseley@gmail.com,Rio de Janeiro,2,889.18
769,Alejandra,Even,67,Alejandra.Even@email.com,Alejandra.Even@gmail.com,Angra dos Reis,5,587.9
770,Gwyneth,Daegal,27,Gwyneth.Daegal@email.com,Gwyneth.Daegal@gmail.com,Santos,4,980.5
771,Jaclyn,Ardra,50,Jaclyn.Ardra@email.com,Jaclyn.Ardra@gmail.com,"Trindade ",3,274.42
772,Gale,Corilla,58,Gale.Corilla@email.com,Gale.Corilla@gmail.com,Santos,3,428.27
773,Sindee,Madox,36,Sindee.Madox@email.com,Sindee.Madox@gmail.com,Angra dos Reis,5,112.23
774,Lynde,Grobe,41,Lynde.Grobe@email.com,Lynde.Grobe@gmail.com,Penedo,1,962.71
775,Suzette,Zuzana,38,Suzette.Zuzana@email.com,Suzette.Zuzana@gmail.com,Penedo,5,193.58
776,Chickie,Weinreb,28,Chickie.Weinreb@email.com,Chickie.Weinreb@gmail.com,Angra dos Reis,2,215.81
777,Kelly,Old,47,Kelly.Old@email.com,Kelly.Old@gmail.com,Penedo,4,887.36
778,Brietta,Jarib,44,Brietta.Jarib@email.com,Brietta.Jarib@gmail.com,Rio de Janeiro,5,912.76
779,Joelly,Sabella,65,Joelly.Sabella@email.com,Joelly.Sabella@gmail.com,"Trindade ",4,686.1
780,Peri,Gordon,30,Peri.Gordon@email.com,Peri.Gordon@gmail.com,Rio de Janeiro,1,893.88
781,Celene,Alexandr,50,Celene.Alexandr@email.com,Celene.Alexandr@gmail.com,Vitória,2,153.15
782,Mildrid,Rolf,30,Mildrid.Rolf@email.com,Mildrid.Rolf@gmail.com,Penedo,3,404.31
783,Lonnie,Chobot,42,Lonnie.Chobot@email.com,Lonnie.Chobot@gmail.com,São Paulo,4,638.02
784,Latisha,Briney,50,Latisha.Briney@email.com,Latisha.Briney@gmail.com,Penedo,2,3.75
785,Cam,Mozelle,31,Cam.Mozelle@email.com,Cam.Mozelle@gmail.com,Vitória,1,241.31
786,Phedra,Clara,40,Phedra.Clara@email.com,Phedra.Clara@gmail.com,Santos,5,756.58
787,Asia,Ciapas,52,Asia.Ciapas@email.com,Asia.Ciapas@gmail.com,Santos,1,176.19
788,Moyna,Leler,43,Moyna.Leler@email.com,Moyna.Leler@gmail.com,Rio de Janeiro,3,6.77
789,Jordan,Moseley,36,Jordan.Moseley@email.com,Jordan.Moseley@gmail.com,Santos,4,867.77
790,Gabriellia,Nester,56,Gabriellia.Nester@email.com,Gabriellia.Nester@gmail.com,Angra dos Reis,2,277.36
791,Madelle,Remmer,42,Madelle.Remmer@email.com,Madelle.Remmer@gmail.com,Guaratinguetá,3,912.91
792,Adriana,Stilwell,24,Adriana.Stilwell@email.com,Adriana.Stilwell@gmail.com,Santos,2,153.56
793,Nariko,Sheedy,34,Nariko.Sheedy@email.com,Nariko.Sheedy@gmail.com,"Trindade ",5,881.57
794,Sidoney,Arne,60,Sidoney.Arne@email.com,Sidoney.Arne@gmail.com,Santos,1,318.14
795,Mignon,Shama,43,Mignon.Shama@email.com,Mignon.Shama@gmail.com,Penedo,1,909.43
796,Margarette,Dannye,59,Margarette.Dannye@email.com,Margarette.Dannye@gmail.com,Vitória,2,693.78
797,Cindelyn,Charmine,65,Cindelyn.Charmine@email.com,Cindelyn.Charmine@gmail.com,São Paulo,5,33.2
798,Nanete,Arvo,25,Nanete.Arvo@email.com,Nanete.Arvo@gmail.com,Rio de Janeiro,3,91.84
799,Latisha,Kiersten,47,Latisha.Kiersten@email.com,Latisha.Kiersten@gmail.com,Vitória,5,50.21
800,Regina,Sabella,60,Regina.Sabella@email.com,Regina.Sabella@gmail.com,Penedo,5,990.69
801,Audrie,Vastah,44,Audrie.Vastah@email.com,Audrie.Vastah@gmail.com,Santos,2,274.42
802,Katleen,Wilona,22,Katleen.Wilona@email.com,Katleen.Wilona@gmail.com,Rio de Janeiro,2,389.39
803,Ardenia,Bollay,70,Ardenia.Bollay@email.com,Ardenia.Bollay@gmail.com,Penedo,3,313.44
804,Gui,Chem,20,Gui.Chem@email.com,Gui.Chem@gmail.com,Penedo,4,760.83
805,Priscilla,Sherfield,59,Priscilla.Sherfield@email.com,Priscilla.Sherfield@gmail.com,São Paulo,2,96.51
806,Mara,Dannye,67,Mara.Dannye@email.com,Mara.Dannye@gmail.com,Penedo,2,289.09
807,Kimberley,Ranjiv,55,Kimberley.Ranjiv@email.com,Kimberley.Ranjiv@gmail.com,"Trindade ",4,200.02
808,Darlleen,Sheedy,60,Darlleen.Sheedy@email.com,Darlleen.Sheedy@gmail.com,Rio de Janeiro,2,362.11
809,Lilith,Stilwell,36,Lilith.Stilwell@email.com,Lilith.Stilwell@gmail.com,Angra dos Reis,3,200.75
810,Maridel,Alexandr,61,Maridel.Alexandr@email.com,Maridel.Alexandr@gmail.com,"Trindade ",3,954.05
811,Riannon,Hilbert,55,Riannon.Hilbert@email.com,Riannon.Hilbert@gmail.com,Penedo,1,194.98
812,Krystle,Edison,36,Krystle.Edison@email.com,Krystle.Edison@gmail.com,Rio de Janeiro,1,4.64
813,Roz,Allys,20,Roz.Allys@email.com,Roz.Allys@gmail.com,Santos,1,90.54
814,Henriette,Sophronia,48,Henriette.Sophronia@email.com,Henriette.Sophronia@gmail.com,Vitória,2,890.07
815,Laurene,Neva,26,Laurene.Neva@email.com,Laurene.Neva@gmail.com,Santos,3,450.74
816,Aubrie,Shelba,40,Aubrie.Shelba@email.com,Aubrie.Shelba@gmail.com,Penedo,2,732.65
817,Kimmy,Matthew,49,Kimmy.Matthew@email.com,Kimmy.Matthew@gmail.com,Rio de Janeiro,5,835.92
818,Halette,Manolo,70,Halette.Manolo@email.com,Halette.Manolo@gmail.com,Rio de Janeiro,5,66.2
819,Bibby,Schalles,55,Bibby.Schalles@email.com,Bibby.Schalles@gmail.com,São Paulo,3,696.42
820,Hannis,Granoff,43,Hannis.Granoff@email.com,Hannis.Granoff@gmail.com,São Paulo,3,816.02
821,Nerta,Tybald,30,Nerta.Tybald@email.com,Nerta.Tybald@gmail.com,Santos,3,770.66
822,Dari,Lalitta,23,Dari.Lalitta@email.com,Dari.Lalitta@gmail.com,Vitória,1,490.09
823,Nonnah,Kimmie,31,Nonnah.Kimmie@email.com,Nonnah.Kimmie@gmail.com,Rio de Janeiro,3,921
824,Veda,Morrill,48,Veda.Morrill@email.com,Veda.Morrill@gmail.com,Santos,3,491.97
825,Sheelagh,Glenden,50,Sheelagh.Glenden@email.com,Sheelagh.Glenden@gmail.com,São Paulo,4,93.69
826,Albertina,Elisha,47,Albertina.Elisha@email.com,Albertina.Elisha@gmail.com,Santos,1,695.87
827,Trudie,Maryanne,37,Trudie.Maryanne@email.com,Trudie.Maryanne@gmail.com,Santos,2,544.82
828,Chrystel,Yerkovich,24,Chrystel.Yerkovich@email.com,Chrystel.Yerkovich@gmail.com,Guaratinguetá,4,269.3
829,Peri,Gusella,42,Peri.Gusella@email.com,Peri.Gusella@gmail.com,Rio de Janeiro,2,644.6
830,Sonni,Sparhawk,25,Sonni.Sparhawk@email.com,Sonni.Sparhawk@gmail.com,Santos,5,884.98
831,Lindie,Janene,62,Lindie.Janene@email.com,Lindie.Janene@gmail.com,São Paulo,4,985.99
832,Sindee,Maiah,37,Sindee.Maiah@email.com,Sindee.Maiah@gmail.com,Guaratinguetá,3,245.8
833,Charissa,Andrel,56,Charissa.Andrel@email.com,Charissa.Andrel@gmail.com,Vitória,1,713.88
834,Nonnah,Stephie,54,Nonnah.Stephie@email.com,Nonnah.Stephie@gmail.com,São Paulo,4,116.15
835,Sashenka,Charmine,59,Sashenka.Charmine@email.com,Sashenka.Charmine@gmail.com,Angra dos Reis,2,217.17
836,Trudie,Jenness,67,Trudie.Jenness@email.com,Trudie.Jenness@gmail.com,Rio de Janeiro,5,277.92
837,Millie,Rodmann,45,Millie.Rodmann@email.com,Millie.Rodmann@gmail.com,Angra dos Reis,2,38.04
838,Maurene,Fillbert,29,Maurene.Fillbert@email.com,Maurene.Fillbert@gmail.com,Angra dos Reis,5,674.84
839,Emelina,Wiener,28,Emelina.Wiener@email.com,Emelina.Wiener@gmail.com,Santos,2,344.92
840,Concettina,Cordi,34,Concettina.Cordi@email.com,Concettina.Cordi@gmail.com,Santos,3,823.26
841,Emmey,Presber,42,Emmey.Presber@email.com,Emmey.Presber@gmail.com,Rio de Janeiro,5,86.73
842,Cecile,Viddah,68,Cecile.Viddah@email.com,Cecile.Viddah@gmail.com,São Paulo,3,519.67
843,Nananne,Helfand,68,Nananne.Helfand@email.com,Nananne.Helfand@gmail.com,Vitória,5,800.54
844,Livvyy,Ader,35,Livvyy.Ader@email.com,Livvyy.Ader@gmail.com,Rio de Janeiro,5,557.07
845,Sashenka,Hanleigh,25,Sashenka.Hanleigh@email.com,Sashenka.Hanleigh@gmail.com,Guaratinguetá,1,379.58
846,Norine,Rillings,49,Norine.Rillings@email.com,Norine.Rillings@gmail.com,São Paulo,4,847.97
847,Lelah,Sinegold,43,Lelah.Sinegold@email.com,Lelah.Sinegold@gmail.com,Angra dos Reis,1,307.69
848,Briney,Magnolia,45,Briney.Magnolia@email.com,Briney.Magnolia@gmail.com,Penedo,2,288.99
849,Janeczka,Rocray,63,Janeczka.Rocray@email.com,Janeczka.Rocray@gmail.com,Angra dos Reis,3,721.53
850,Britte,Kalinda,54,Britte.Kalinda@email.com,Britte.Kalinda@gmail.com,Penedo,3,966.39
851,Tilly,Toffic,54,Tilly.Toffic@email.com,Tilly.Toffic@gmail.com,São Paulo,2,793.09
852,Ardeen,Bivins,24,Ardeen.Bivins@email.com,Ardeen.Bivins@gmail.com,"Trindade ",5,57.32
853,Wendi,Bury,30,Wendi.Bury@email.com,Wendi.Bury@gmail.com,"Trindade ",1,745.99
854,Edee,Margarete,35,Edee.Margarete@email.com,Edee.Margarete@gmail.com,Santos,4,978.66
855,Ileana,Nance,25,Ileana.Nance@email.com,Ileana.Nance@gmail.com,Penedo,4,465.53
856,Cissiee,Zrike,31,Cissiee.Zrike@email.com,Cissiee.Zrike@gmail.com,"Trindade ",2,475.35
857,Regina,Kirbee,37,Regina.Kirbee@email.com,Regina.Kirbee@gmail.com,Angra dos Reis,5,530.55
858,Eugine,Rugen,55,Eugine.Rugen@email.com,Eugine.Rugen@gmail.com,São Paulo,3,191.83
859,Fanchon,Kamaria,25,Fanchon.Kamaria@email.com,Fanchon.Kamaria@gmail.com,Santos,3,661.9
860,Liana,Chauncey,29,Liana.Chauncey@email.com,Liana.Chauncey@gmail.com,"Trindade ",2,417.85
861,Jessy,Daegal,29,Jessy.Daegal@email.com,Jessy.Daegal@gmail.com,Vitória,2,326.98
862,Althea,Hurley,39,Althea.Hurley@email.com,Althea.Hurley@gmail.com,Vitória,4,828.23
863,Angelique,Adalbert,29,Angelique.Adalbert@email.com,Angelique.Adalbert@gmail.com,Penedo,1,768.4
864,Farrah,Dosia,28,Farrah.Dosia@email.com,Farrah.Dosia@gmail.com,Rio de Janeiro,1,1000.57
865,Dolli,Scammon,50,Dolli.Scammon@email.com,Dolli.Scammon@gmail.com,Penedo,1,90.11
866,Gui,Fosque,57,Gui.Fosque@email.com,Gui.Fosque@gmail.com,"Trindade ",4,972.25
867,Aeriela,Kinnard,59,Aeriela.Kinnard@email.com,Aeriela.Kinnard@gmail.com,Penedo,5,491.8
868,Gwyneth,Bebe,54,Gwyneth.Bebe@email.com,Gwyneth.Bebe@gmail.com,Vitória,5,14.25
869,Mamie,Reidar,55,Mamie.Reidar@email.com,Mamie.Reidar@gmail.com,Rio de Janeiro,2,651.05
870,Lanna,Wu,42,Lanna.Wu@email.com,Lanna.Wu@gmail.com,Santos,1,757.21
871,Margarette,Millda,32,Margarette.Millda@email.com,Margarette.Millda@gmail.com,São Paulo,5,419.29
872,Aeriela,Linskey,28,Aeriela.Linskey@email.com,Aeriela.Linskey@gmail.com,Guaratinguetá,4,475.86
873,Olivette,Rooney,40,Olivette.Rooney@email.com,Olivette.Rooney@gmail.com,Rio de Janeiro,2,923.93
874,Letizia,Kat,27,Letizia.Kat@email.com,Letizia.Kat@gmail.com,"Trindade ",5,584.32
875,Cassondra,Candy,23,Cassondra.Candy@email.com,Cassondra.Candy@gmail.com,"Trindade ",3,477.12
876,Sara-Ann,Taima,22,Sara-Ann.Taima@email.com,Sara-Ann.Taima@gmail.com,Angra dos Reis,3,28.34
877,Britni,Schroth,57,Britni.Schroth@email.com,Britni.Schroth@gmail.com,"Trindade ",5,671.43
878,Arlena,Morrill,28,Arlena.Morrill@email.com,Arlena.Morrill@gmail.com,Rio de Janeiro,3,163.33
879,Damaris,Allys,38,Damaris.Allys@email.com,Damaris.Allys@gmail.com,Penedo,1,883.66
880,Bertine,Merat,42,Bertine.Merat@email.com,Bertine.Merat@gmail.com,Santos,3,221.51
881,Violet,Janene,20,Violet.Janene@email.com,Violet.Janene@gmail.com,Rio de Janeiro,2,983.04
882,Karly,Colbert,26,Karly.Colbert@email.com,Karly.Colbert@gmail.com,Guaratinguetá,3,248.81
883,Belinda,Ethban,66,Belinda.Ethban@email.com,Belinda.Ethban@gmail.com,Vitória,3,604.24
884,Nerta,Tryck,36,Nerta.Tryck@email.com,Nerta.Tryck@gmail.com,Rio de Janeiro,5,333.31
885,Letizia,Blisse,38,Letizia.Blisse@email.com,Letizia.Blisse@gmail.com,Santos,1,470.71
886,Nadine,Nunci,59,Nadine.Nunci@email.com,Nadine.Nunci@gmail.com,Vitória,4,249.06
887,Anica,Jehu,63,Anica.Jehu@email.com,Anica.Jehu@gmail.com,Vitória,1,519.11
888,Deirdre,Berl,32,Deirdre.Berl@email.com,Deirdre.Berl@gmail.com,Santos,1,968.47
889,Barbara,Gale,56,Barbara.Gale@email.com,Barbara.Gale@gmail.com,Angra dos Reis,1,837.8
890,Farrah,Valerio,63,Farrah.Valerio@email.com,Farrah.Valerio@gmail.com,São Paulo,5,974.77
891,Jessy,Henrie,32,Jessy.Henrie@email.com,Jessy.Henrie@gmail.com,Rio de Janeiro,1,325.23
892,Gale,Wilkinson,69,Gale.Wilkinson@email.com,Gale.Wilkinson@gmail.com,Santos,3,604.51
893,Chickie,Sandye,62,Chickie.Sandye@email.com,Chickie.Sandye@gmail.com,Angra dos Reis,1,123.74
894,Charmaine,Burch,69,Charmaine.Burch@email.com,Charmaine.Burch@gmail.com,Rio de Janeiro,2,650.97
895,Janenna,Danby,22,Janenna.Danby@email.com,Janenna.Danby@gmail.com,Santos,4,85.95
896,Damaris,Georas,59,Damaris.Georas@email.com,Damaris.Georas@gmail.com,Santos,1,602.98
897,Kaia,Charity,47,Kaia.Charity@email.com,Kaia.Charity@gmail.com,Guaratinguetá,4,769.52
898,Dulcinea,Saunderson,44,Dulcinea.Saunderson@email.com,Dulcinea.Saunderson@gmail.com,Angra dos Reis,2,159.13
899,Neila,Fosque,45,Neila.Fosque@email.com,Neila.Fosque@gmail.com,Vitória,3,568.02
900,Kassey,Nerita,43,Kassey.Nerita@email.com,Kassey.Nerita@gmail.com,Guaratinguetá,2,765.32
901,Frances,Huggins,32,Frances.Huggins@email.com,Frances.Huggins@gmail.com,São Paulo,2,314.36
902,Belinda,Argus,32,Belinda.Argus@email.com,Belinda.Argus@gmail.com,Penedo,4,130.6
903,Farrah,Ledah,33,Farrah.Ledah@email.com,Farrah.Ledah@gmail.com,Guaratinguetá,4,111.78
904,Donetta,Weide,23,Donetta.Weide@email.com,Donetta.Weide@gmail.com,Guaratinguetá,4,526.32
905,Selma,Nicoline,31,Selma.Nicoline@email.com,Selma.Nicoline@gmail.com,"Trindade ",1,871.94
906,Halette,Thilda,65,Halette.Thilda@email.com,Halette.Thilda@gmail.com,Rio de Janeiro,3,785.86
907,Sheelagh,Baudin,33,Sheelagh.Baudin@email.com,Sheelagh.Baudin@gmail.com,"Trindade ",1,780.16
908,Charmaine,Abbot,24,Charmaine.Abbot@email.com,Charmaine.Abbot@gmail.com,São Paulo,1,602.88
909,Myriam,Carlson,36,Myriam.Carlson@email.com,Myriam.Carlson@gmail.com,Angra dos Reis,3,328.1
910,Willetta,Lytton,23,Willetta.Lytton@email.com,Willetta.Lytton@gmail.com,Guaratinguetá,3,252.75
911,Nessie,Billye,23,Nessie.Billye@email.com,Nessie.Billye@gmail.com,"Trindade ",3,80.39
912,Dulcinea,Faust,58,Dulcinea.Faust@email.com,Dulcinea.Faust@gmail.com,Vitória,1,192.37
913,Rori,Faso,26,Rori.Faso@email.com,Rori.Faso@gmail.com,Angra dos Reis,1,441.94
914,Fernande,Goddard,25,Fernande.Goddard@email.com,Fernande.Goddard@gmail.com,Penedo,1,606
915,Olwen,Fredi,37,Olwen.Fredi@email.com,Olwen.Fredi@gmail.com,Vitória,1,293.6
916,Mireielle,Stuart,54,Mireielle.Stuart@email.com,Mireielle.Stuart@gmail.com,Vitória,3,46.53
917,Shel,Bahr,68,Shel.Bahr@email.com,Shel.Bahr@gmail.com,Angra dos Reis,1,972.3
918,Sarette,Faro,36,Sarette.Faro@email.com,Sarette.Faro@gmail.com,Rio de Janeiro,3,713.62
919,Gerianna,Mendez,35,Gerianna.Mendez@email.com,Gerianna.Mendez@gmail.com,Guaratinguetá,3,144.98
920,Alexine,Tiffa,51,Alexine.Tiffa@email.com,Alexine.Tiffa@gmail.com,São Paulo,3,587.65
921,Arabel,Giff,34,Arabel.Giff@email.com,Arabel.Giff@gmail.com,"Trindade ",5,953.59
922,Daune,Paine,65,Daune.Paine@email.com,Daune.Paine@gmail.com,Rio de Janeiro,4,987.14
923,Blake,Ashok,66,Blake.Ashok@email.com,Blake.Ashok@gmail.com,Penedo,3,44.1
924,Alyssa,Alva,30,Alyssa.Alva@email.com,Alyssa.Alva@gmail.com,São Paulo,4,825.6
925,Kassey,Concha,23,Kassey.Concha@email.com,Kassey.Concha@gmail.com,Santos,5,419.25
926,Lila,Roxanna,56,Lila.Roxanna@email.com,Lila.Roxanna@gmail.com,Rio de Janeiro,4,393.93
927,Maridel,Shields,62,Maridel.Shields@email.com,Maridel.Shields@gmail.com,Penedo,2,323.63
928,Malina,Corilla,63,Malina.Corilla@email.com,Malina.Corilla@gmail.com,Angra dos Reis,2,619.42
929,Joeann,Melony,28,Joeann.Melony@email.com,Joeann.Melony@gmail.com,São Paulo,3,211.47
930,Suzette,Adalbert,48,Suzette.Adalbert@email.com,Suzette.Adalbert@gmail.com,São Paulo,1,334.31
931,Dorthy,Sabella,69,Dorthy.Sabella@email.com,Dorthy.Sabella@gmail.com,Guaratinguetá,3,458.04
932,Lynea,Wenda,25,Lynea.Wenda@email.com,Lynea.Wenda@gmail.com,São Paulo,2,164.28
933,Miquela,Beniamino,50,Miquela.Beniamino@email.com,Miquela.Beniamino@gmail.com,"Trindade ",5,635.37
934,Taffy,Colbert,64,Taffy.Colbert@email.com,Taffy.Colbert@gmail.com,Guaratinguetá,2,438.12
935,Dorothy,Hanshaw,27,Dorothy.Hanshaw@email.com,Dorothy.Hanshaw@gmail.com,Santos,3,655.49
936,Kimmy,Allys,23,Kimmy.Allys@email.com,Kimmy.Allys@gmail.com,Angra dos Reis,1,974.57
937,Kayla,Nahum,23,Kayla.Nahum@email.com,Kayla.Nahum@gmail.com,Rio de Janeiro,2,898.56
938,Rani,Hachmin,63,Rani.Hachmin@email.com,Rani.Hachmin@gmail.com,Santos,5,657.92
939,Gui,Gladstone,53,Gui.Gladstone@email.com,Gui.Gladstone@gmail.com,"Trindade ",2,844.27
940,Teddie,Jena,28,Teddie.Jena@email.com,Teddie.Jena@gmail.com,São Paulo,2,823.18
941,Adele,Fredi,29,Adele.Fredi@email.com,Adele.Fredi@gmail.com,Penedo,1,824.09
942,Misha,Bow,63,Misha.Bow@email.com,Misha.Bow@gmail.com,Vitória,4,410.4
943,Margalo,Lytton,51,Margalo.Lytton@email.com,Margalo.Lytton@gmail.com,Vitória,3,154.08
944,Adore,Karna,56,Adore.Karna@email.com,Adore.Karna@gmail.com,"Trindade ",5,47.62
945,Anthia,Bashemeth,68,Anthia.Bashemeth@email.com,Anthia.Bashemeth@gmail.com,Angra dos Reis,1,100.44
946,Paule,Brunell,50,Paule.Brunell@email.com,Paule.Brunell@gmail.com,Vitória,2,86.86
947,Ileana,Aprile,33,Ileana.Aprile@email.com,Ileana.Aprile@gmail.com,Angra dos Reis,4,238.54
948,Antonietta,Zrike,40,Antonietta.Zrike@email.com,Antonietta.Zrike@gmail.com,Penedo,3,166.85
949,Zondra,Sheedy,23,Zondra.Sheedy@email.com,Zondra.Sheedy@gmail.com,Rio de Janeiro,2,452.9
950,Claudina,Voletta,57,Claudina.Voletta@email.com,Claudina.Voletta@gmail.com,Vitória,2,128.44
951,Gavrielle,Scammon,54,Gavrielle.Scammon@email.com,Gavrielle.Scammon@gmail.com,São Paulo,5,411.5
952,Beth,Iphlgenia,54,Beth.Iphlgenia@email.com,Beth.Iphlgenia@gmail.com,Vitória,5,215.19
953,Mireielle,Fabiola,44,Mireielle.Fabiola@email.com,Mireielle.Fabiola@gmail.com,São Paulo,4,831.48
954,Kenna,Bibi,25,Kenna.Bibi@email.com,Kenna.Bibi@gmail.com,Penedo,5,742.32
955,Britte,Zamora,68,Britte.Zamora@email.com,Britte.Zamora@gmail.com,Vitória,3,484.98
956,Tonia,Zrike,35,Tonia.Zrike@email.com,Tonia.Zrike@gmail.com,Vitória,1,568.41
957,Diena,Alabaster,56,Diena.Alabaster@email.com,Diena.Alabaster@gmail.com,Vitória,3,488.46
958,Dotty,Leary,58,Dotty.Leary@email.com,Dotty.Leary@gmail.com,Penedo,1,700.96
959,Rani,Ietta,42,Rani.Ietta@email.com,Rani.Ietta@gmail.com,"Trindade ",1,628.97
960,Daryl,Sherfield,28,Daryl.Sherfield@email.com,Daryl.Sherfield@gmail.com,Vitória,4,291.57
961,Goldie,Braun,33,Goldie.Braun@email.com,Goldie.Braun@gmail.com,Rio de Janeiro,4,666.37
962,Meriel,Lory,42,Meriel.Lory@email.com,Meriel.Lory@gmail.com,Angra dos Reis,5,463.16
963,Chrystel,Minetta,42,Chrystel.Minetta@email.com,Chrystel.Minetta@gmail.com,São Paulo,5,436.37
964,Stevana,Hoban,35,Stevana.Hoban@email.com,Stevana.Hoban@gmail.com,Penedo,1,56.87
965,Annecorinne,Romelda,51,Annecorinne.Romelda@email.com,Annecorinne.Romelda@gmail.com,São Paulo,5,760.59
966,Roberta,Decato,42,Roberta.Decato@email.com,Roberta.Decato@gmail.com,"Trindade ",2,401.4
967,Edith,Elephus,66,Edith.Elephus@email.com,Edith.Elephus@gmail.com,"Trindade ",3,800.19
968,Jaclyn,Riva,66,Jaclyn.Riva@email.com,Jaclyn.Riva@gmail.com,São Paulo,4,49.63
969,Linzy,Alva,38,Linzy.Alva@email.com,Linzy.Alva@gmail.com,Vitória,2,952.89
970,Genevra,Bakerman,64,Genevra.Bakerman@email.com,Genevra.Bakerman@gmail.com,Guaratinguetá,5,823.94
971,Alejandra,Halla,21,Alejandra.Halla@email.com,Alejandra.Halla@gmail.com,Angra dos Reis,2,289.45
972,Suzette,Krystle,21,Suzette.Krystle@email.com,Suzette.Krystle@gmail.com,"Trindade ",1,688.72
973,Hope,Susannah,66,Hope.Susannah@email.com,Hope.Susannah@gmail.com,"Trindade ",5,578.63
974,Roxane,Read,37,Roxane.Read@email.com,Roxane.Read@gmail.com,"Trindade ",1,219.88
975,Vonny,Reidar,28,Vonny.Reidar@email.com,Vonny.Reidar@gmail.com,Angra dos Reis,3,809.75
976,Kirbee,Monaco,37,Kirbee.Monaco@email.com,Kirbee.Monaco@gmail.com,São Paulo,1,797.48
977,Charmaine,Jethro,67,Charmaine.Jethro@email.com,Charmaine.Jethro@gmail.com,Vitória,4,971.6
978,Marnia,Goldina,70,Marnia.Goldina@email.com,Marnia.Goldina@gmail.com,Santos,5,1000.31
979,Lanna,Yusuk,33,Lanna.Yusuk@email.com,Lanna.Yusuk@gmail.com,"Trindade ",5,364.73
980,Benita,Lasley,70,Benita.Lasley@email.com,Benita.Lasley@gmail.com,Penedo,5,646.61
981,Maye,Wildermuth,64,Maye.Wildermuth@email.com,Maye.Wildermuth@gmail.com,Vitória,4,624.37
